name,short_name,code,province,city,school_type,school_level,has_graduate_school,official_website,graduate_website,description,sort_order,status
北京电子科技学院,北京电子科技学院,4111010018,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=中央办公厅；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,17,active
中国农业大学,中国农业大学,4111010019,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,18,active
北京农学院,北京农学院,4111010020,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,19,active
北京林业大学,北京林业大学,4111010022,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,20,active
北京协和医学院,北京协和医学院,4111010023,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=国家卫生健康委员会；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,21,active
首都医科大学,首都医科大学,4111010025,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,22,active
北京中医药大学,北京中医药大学,4111010026,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,23,active
北京师范大学,北京师范大学,4111010027,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,24,active
首都师范大学,首都师范大学,4111010028,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,25,active
首都体育学院,首都体育学院,4111010029,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,26,active
北京外国语大学,北京外国语大学,4111010030,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,27,active
北京第二外国语学院,北京第二外国语学院,4111010031,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,28,active
北京语言大学,北京语言大学,4111010032,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,29,active
中国传媒大学,中国传媒大学,4111010033,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,30,active
中央财经大学,中央财经大学,4111010034,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,31,active
对外经济贸易大学,对外经济贸易大学,4111010036,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,32,active
北京物资学院,北京物资学院,4111010037,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,33,active
首都经济贸易大学,首都经济贸易大学,4111010038,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,34,active
中国消防救援学院,中国消防救援学院,4111010039,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=应急管理部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,35,active
外交学院,外交学院,4111010040,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=外交部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,36,active
中国人民公安大学,中国人民公安大学,4111010041,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=公安部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,37,active
国际关系学院,国际关系学院,4111010042,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,38,active
北京体育大学,北京体育大学,4111010043,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=国家体育总局；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,39,active
中央音乐学院,中央音乐学院,4111010045,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,40,active
中国音乐学院,中国音乐学院,4111010046,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,41,active
中央美术学院,中央美术学院,4111010047,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,42,active
中央戏剧学院,中央戏剧学院,4111010048,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,43,active
中国戏曲学院,中国戏曲学院,4111010049,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,44,active
北京电影学院,北京电影学院,4111010050,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,45,active
北京舞蹈学院,北京舞蹈学院,4111010051,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,46,active
中央民族大学,中央民族大学,4111010052,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=国家民委；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,47,active
中国政法大学,中国政法大学,4111010053,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,48,active
华北电力大学,华北电力大学,4111010054,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,49,active
中华女子学院,中华女子学院,4111011149,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=中华妇女联合会；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,50,active
北京信息科技大学,北京信息科技大学,4111011232,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,51,active
中国矿业大学（北京）,中国矿业大学（北京）,4111011413,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,52,active
中国石油大学（北京）,中国石油大学（北京）,4111011414,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,53,active
中国地质大学（北京）,中国地质大学（北京）,4111011415,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,54,active
北京联合大学,北京联合大学,4111011417,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,55,active
北京城市学院,北京城市学院,4111011418,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,56,active
中国青年政治学院,中国青年政治学院,4111011625,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=共青团中央；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,57,active
首钢工学院,首钢工学院,4111011831,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,58,active
中国劳动关系学院,中国劳动关系学院,4111012453,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=中华全国总工会；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,59,active
首都师范大学科德学院,首都师范大学科德学院,4111013629,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,60,active
北京金融科技学院,北京金融科技学院,4111013630,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,61,active
北京邮电大学世纪学院,北京邮电大学世纪学院,4111013901,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,62,active
北京工业大学耿丹学院,北京工业大学耿丹学院,4111013904,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,63,active
北京警察学院,北京警察学院,4111014019,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,64,active
北京第二外国语学院中瑞酒店管理学院,北京第二外国语学院中瑞酒店管理学院,4111014201,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,65,active
中国科学院大学,中国科学院大学,4111014430,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=中国科学院；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,66,active
中国社会科学院大学,中国社会科学院大学,4111014596,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=中国社会科学院；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,67,active
民政职业大学,民政职业大学,4111014139,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=民政部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,68,active
北京科技职业大学,北京科技职业大学,4111010858,北京市,北京市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,69,active
北京工业职业技术学院,北京工业职业技术学院,4111010853,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,70,active
北京信息职业技术学院,北京信息职业技术学院,4111010857,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,71,active
北京京北职业技术学院,北京京北职业技术学院,4111011090,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,72,active
北京交通职业技术学院,北京交通职业技术学院,4111011092,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,73,active
北京青年政治学院,北京青年政治学院,4111011626,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,74,active
北京农业职业学院,北京农业职业学院,4111012448,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,75,active
北京政法职业学院,北京政法职业学院,4111012451,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,76,active
北京财贸职业学院,北京财贸职业学院,4111012561,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,77,active
北京北大方正软件职业技术学院,北京北大方正软件职业技术学院,4111012564,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,78,active
北京经贸职业学院,北京经贸职业学院,4111012565,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,79,active
北京经济技术职业学院,北京经济技术职业学院,4111012566,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,80,active
北京戏曲艺术职业学院,北京戏曲艺术职业学院,4111012567,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,81,active
北京汇佳职业学院,北京汇佳职业学院,4111012568,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,82,active
北京科技经营管理学院,北京科技经营管理学院,4111012733,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,83,active
北京科技职业学院,北京科技职业学院,4111013703,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,84,active
北京培黎职业学院,北京培黎职业学院,4111013728,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,85,active
北京经济管理职业学院,北京经济管理职业学院,4111014073,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,86,active
北京劳动保障职业学院,北京劳动保障职业学院,4111014075,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,87,active
北京艺术传媒职业学院,北京艺术传媒职业学院,4111014140,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,88,active
北京体育职业学院,北京体育职业学院,4111014215,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,89,active
北京交通运输职业学院,北京交通运输职业学院,4111014279,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,90,active
北京卫生职业学院,北京卫生职业学院,4111014395,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,91,active
北京网络职业学院,北京网络职业学院,4111014588,北京市,北京市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=北京市教委；办学层次=专科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,92,active
南开大学,南开大学,4112010055,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,93,active
天津大学,天津大学,4112010056,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,94,active
天津科技大学,天津科技大学,4112010057,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,95,active
天津工业大学,天津工业大学,4112010058,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,96,active
中国民航大学,中国民航大学,4112010059,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=交通运输部（中国民用航空局）；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,97,active
天津理工大学,天津理工大学,4112010060,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,98,active
天津农学院,天津农学院,4112010061,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,99,active
天津医科大学,天津医科大学,4112010062,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,100,active
天津中医药大学,天津中医药大学,4112010063,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,101,active
天津师范大学,天津师范大学,4112010065,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,102,active
天津职业技术师范大学,天津职业技术师范大学,4112010066,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,103,active
天津外国语大学,天津外国语大学,4112010068,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,104,active
天津商业大学,天津商业大学,4112010069,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,105,active
天津财经大学,天津财经大学,4112010070,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,106,active
天津体育学院,天津体育学院,4112010071,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,107,active
天津音乐学院,天津音乐学院,4112010072,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,108,active
天津美术学院,天津美术学院,4112010073,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,109,active
天津城建大学,天津城建大学,4112010792,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,110,active
天津天狮学院,天津天狮学院,4112010859,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,111,active
天津中德应用技术大学,天津中德应用技术大学,4112012105,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,112,active
天津外国语大学滨海外事学院,天津外国语大学滨海外事学院,4112013658,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,113,active
天津传媒学院,天津传媒学院,4112013659,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,114,active
天津商业大学宝德学院,天津商业大学宝德学院,4112013660,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,115,active
天津医科大学临床医学院,天津医科大学临床医学院,4112013661,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,116,active
南开大学滨海学院,南开大学滨海学院,4112013663,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,117,active
天津师范大学津沽学院,天津师范大学津沽学院,4112013896,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,118,active
天津理工大学中环信息学院,天津理工大学中环信息学院,4112013897,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,119,active
北京科技大学天津学院,北京科技大学天津学院,4112013898,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,120,active
天津仁爱学院,天津仁爱学院,4112014038,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,121,active
天津财经大学珠江学院,天津财经大学珠江学院,4112014087,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市教委；办学层次=本科；备注=民办。官网与研究生院链接待逐校官方核验后补充。,122,active
天津警察学院,天津警察学院,4112012723,天津市,天津市,未分类,本科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=本科。官网与研究生院链接待逐校官方核验后补充。,123,active
天津市职业大学,天津市职业大学,4112011032,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,124,active
天津滨海职业学院,天津滨海职业学院,4112012484,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,125,active
天津工程职业技术学院,天津工程职业技术学院,4112012487,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,126,active
天津渤海职业技术学院,天津渤海职业技术学院,4112012719,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,127,active
天津电子信息职业技术学院,天津电子信息职业技术学院,4112012720,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,128,active
天津机电职业技术学院,天津机电职业技术学院,4112012721,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,129,active
天津现代职业技术学院,天津现代职业技术学院,4112012722,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,130,active
天津轻工职业技术学院,天津轻工职业技术学院,4112012732,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,131,active
天津商务职业学院,天津商务职业学院,4112012788,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,132,active
天津国土资源和房屋职业学院,天津国土资源和房屋职业学院,4112012803,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,133,active
天津医学高等专科学校,天津医学高等专科学校,4112012880,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,134,active
天津开发区职业技术学院,天津开发区职业技术学院,4112012881,天津市,天津市,未分类,专科,false,,,教育部全国普通高等学校名单记录：主管部门=天津市；办学层次=专科。官网与研究生院链接待逐校官方核验后补充。,135,active
