name,short_name,code,province,city,school_type,school_level,has_graduate_school,official_website,graduate_website,description,sort_order,status
武汉大学,武大,4142010486,湖北省,武汉市,综合类,本科,true,https://www.whu.edu.cn,https://gs.whu.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生院官网，均来自学校官方站点人工核验。,1711,active
华中科技大学,华科,4142010487,湖北省,武汉市,理工类,本科,true,https://www.hust.edu.cn,https://gszs.hust.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生招生信息网，均来自学校官方站点人工核验。,1712,active
湖南大学,湖大,4143010532,湖南省,长沙市,综合类,本科,true,https://www.hnu.edu.cn,https://gra.hnu.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生院官网，均来自学校官方站点人工核验。,1847,active
中南大学,中南,4143010533,湖南省,长沙市,综合类,本科,true,https://www.csu.edu.cn,https://yz.csu.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生招生在线，均来自学校官方站点人工核验。,1848,active
中山大学,中大,4144010558,广东省,广州市,综合类,本科,true,https://www.sysu.edu.cn,https://gra.sysu.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生院官网，均来自学校官方站点人工核验。,1992,active
四川大学,川大,4151010610,四川省,成都市,综合类,本科,true,https://www.scu.edu.cn,https://yz.scu.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生招生信息网，均来自学校官方站点人工核验。,2350,active
电子科技大学,电子科大,4151010614,四川省,成都市,理工类,本科,true,https://www.uestc.edu.cn,https://yz.uestc.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生招生网，均来自学校官方站点人工核验。,2352,active
西安交通大学,西交,4161010698,陕西省,西安市,综合类,本科,true,https://www.xjtu.edu.cn,https://yz.xjtu.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生招生信息网，均来自学校官方站点人工核验。,2672,active
西北工业大学,西工大,4161010699,陕西省,西安市,理工类,本科,true,https://www.nwpu.edu.cn,https://yzb.nwpu.edu.cn,教育部全国普通高等学校名单记录：主管部门=工业和信息化部；办学层次=本科。本批次补充官网与研究生招生信息网，均来自学校官方站点人工核验。,2673,active
西安电子科技大学,西电,4161010701,陕西省,西安市,理工类,本科,true,https://www.xidian.edu.cn,https://yz.xidian.edu.cn,教育部全国普通高等学校名单记录：主管部门=教育部；办学层次=本科。本批次补充官网与研究生招生网，均来自学校官方站点人工核验。,2675,active
